ID,item_cnt_day
2472142,0.12100312113761902
1044690,0.05152517557144165
2367559,3.209594249725342
1793501,0.15563303232192993
1585639,0.1800636649131775
1229976,1.5857893228530884
183439,0.06784114241600037
2343443,0.14332634210586548
485890,0.0
431646,0.0
2438785,0.07244318723678589
2129612,0.0577700138092041
1431175,0.07934224605560303
1571461,0.07226204872131348
531870,0.0716126561164856
860868,0.058170467615127563
2622146,0.0834631621837616
231060,0.06912806630134583
2909308,0.675310492515564
921141,1.6475539207458496
2865227,0.7711203694343567
1684804,0.18855640292167664
1887875,0.107666015625
1535137,0.31782543659210205
320817,0.045546144247055054
265586,0.040287554264068604
539308,0.2365638017654419
899681,0.8547219634056091
875675,0.10894691944122314
1178005,0.11729797720909119
2649070,0.11490961909294128
2606865,0.12562227249145508
2854907,0.27311575412750244
1098665,0.037880927324295044
1479722,0.06217736005783081
1988276,0.0834631621837616
2456637,0.31782543659210205
2007208,0.20931825041770935
2835391,1.4572820663452148
275474,0.1372394561767578
1325879,0.22214913368225098
1974671,0.22204744815826416
2858664,0.08251431584358215
2771512,0.16256913542747498
2449272,0.27311575412750244
1235831,1.8920201063156128
117613,0.0023759305477142334
1561290,4.29801082611084
2464762,0.9550358057022095
447146,0.03451836109161377
2558294,0.3110054135322571
1751512,0.17183873057365417
698834,0.0
1410159,0.3188267946243286
2786457,0.9156162738800049
2273848,0.13530030846595764
1208816,0.0
1991542,0.107666015625
1301180,0.1832849681377411
2539650,2.225189447402954
1090651,0.22649267315864563
308720,0.20156437158584595
2298555,0.001402050256729126
410258,0.08490124344825745
1172825,0.046722203493118286
728476,0.0
182488,0.14381706714630127
360890,0.0716126561164856
607129,3.072711706161499
2059786,0.14566504955291748
2857374,0.19048622250556946
1391746,0.037854939699172974
940690,1.3851699829101562
600252,0.03262519836425781
1818928,0.6270712018013
2064140,0.09569960832595825
2858688,0.0834631621837616
2002646,0.0834631621837616
2857020,1.9444999694824219
770902,0.2010090947151184
1040037,0.2365638017654419
1827165,0.16269513964653015
2639566,0.08251431584358215
118523,0.027289897203445435
1812815,0.0
1114943,0.16269513964653015
388945,0.0
657334,0.015427321195602417
225299,0.030850112438201904
1564720,0.0
1929350,0.06393468379974365
742056,0.015605330467224121
862728,0.0
2226948,0.8502693772315979
810129,0.04196891188621521
2258634,0.5067762732505798
32939,0.06749191880226135
650958,0.03286027908325195
1724692,0.11845511198043823
2190708,0.8434920310974121
577418,0.03038579225540161
2868639,1.8555344343185425
278785,0.06441205739974976
1326894,0.04655534029006958
610499,0.03992238640785217
2136995,0.09807264804840088
78268,0.1417643129825592
987968,0.038143008947372437
468312,0.021758824586868286
